"id","nom","voie","codepostal","ville","st_y","st_x"
38772,"Le Club","32 BD CHANZY","Barbezieux-Saint-Hilaire","45.471503","-0.152462"
38931,"L Ubaye","19 RUE HENRI MERCIER","Barcelonnette","44.387012","6.653653"
39131,"Le Refuge","LE REFUGE","Barèges","42.8964384","0.06247450000000754"
39174,"Théâtre Montdory","RUE DU GENERAL GIRAUD","Barentin","49.544612","0.95126"
39428,"Cinéma Jean-Louis Trintignant","L ESPLANADE","Barjac","44.307917","4.346467"
39662,"Select","AV DE LA REPUBLIQUE","Barneville-Carteret","49.380918","-1.77881"
40293,"Le Vagabond","3 BIS BD DE LA REPUBLIQUE","Bar-sur-Aube","48.230581","4.709869"
40708,"Cine Pole Sud","SCI MAPHI","Basse-Goulaine","47.215304","-1.465696"
41134,"Studio Cinémas","1 RUE DE LA MISERICORDE","Bastia","42.695783","9.447861"
41142,"Regent","5 TER RUE CESAR CAMPINCHI","Bastia","42.697652","9.448441"
41781,"Le Celtic","1 RUE DE LA LIBERATION","Baud","47.877156","-3.017589"
42011,"Stella Cine","9 RUE DU PRESBYTERE","Baugé-en-Anjou","47.542333","-0.107495"
42075,"Gulf Stream","52 AV DU GENERAL DE GAULLE","La Baule-Escoublac","47.283747","-2.391924"
42201,"Stella Cinéma","14 RUE DES JUIFS","Baume-les-Dames","47.353131","6.359659"
42621,"Melies","10/12 RUE GENAS DUHOMME","Bayeux","49.278064","-0.70355"
42717,"L'atalante","3 QUAI AMIRAL SALA","Bayonne","43.495508","-1.471382"
42841,"Vog","14 RUE DU PALAIS DE JUSTICE","Bazas","44.432356","-0.21416"
44005,"Salle De La Chaudanne","RUE DE LA FONDERIE","Beaufort","45.717264","6.575641"
44042,"Cinéma De Beaufort En Vallee","PLACE NOTRE DAME","Beaufort-en-Anjou","47.440442","-0.217892"
44131,"Cinéma Le Dunois","11 RUE DE LA MAILLE D OR","Beaugency","47.777284","1.628684"
44239,"Cour De L'ecole","COUR DE L'ECOLE","Beaulieu","44.368236","4.268552"
44502,"Le Cinéma De Beaulieu","RUE ALBERT 1ER","Beaulieu-sur-Mer","43.705177","7.329524"
44892,"Les Nouveaux Bleus","BOULEVARD DE VERDUN","Beaumont-de-Lomagne","43.880921","0.98659"
62804,"Ugc Cine Cite","13-15 RUE GEORGES BONNAC","Bordeaux","44.8405","-0.582021"
45132,"Beaumont Palace","6 AV ANATOLE FRANCE","Beaumont-sur-Oise","49.141412","2.283076"
45266,"Cgr Beaune","13 BIS BOULEVARD MARECHAL JOFFRE","Beaune","47.026717","4.841456"
45372,"Cinéma Jeanne D Arc","RUE JEANNE D ARC","Beaupréau-en-Mauges","47.20201","-0.995912"
45471,"Théâtre Saint Martin","THEATRE SAINT MARTIN","Beaurainville","50.427424","1.879935"
45602,"L'oron","2 AV MICHEL VILLAZ","Beaurepaire","45.338891","5.057286"
45876,"Agnes Varda","8 AV DE BOURGOGNE","Beauvais","49.437982","2.099627"
45877,"Cgr Beauvais","16 RUE CORRÉUS","Beauvais","49.426913","2.091861"
46613,"Cinéma Jean-Claude Carriere","","Bédarieux","43.611508","3.171558"
46862,"Le Festival","151 BD ALBERT 1ER","Bègles","44.813225","-0.563936"
47476,"Pathé Belfort","1 BOULEVARD RICHELIEU","Belfort","47.63059","6.861946"
47645,"Lux","3 AVENUE DE LA LIBERTE","Bellac","46.122277","1.045319"
47950,"Varietes","42 RUE DE LA REPUBLIQUE","Bellegarde-sur-Valserine","46.107207","5.825389"
48241,"Studio","3 RUE DES POMMIERS","La Plagne Tarentaise","45.57230759999999","6.741789599999947"
48422,"Le Singulier Cinéma","3 BOULEVARD ROSSELLI","Belleville","46.10617","4.748173"
48503,"Arlequin","ESPACE BAUDIN","Belley","45.759249","5.690752"
49522,"Rex","6 RUE CLEMENCEAU","Benfeld","48.369448","7.595426"
49632,"Cinémarine","AVENUE DE LA PLAGE","Bénodet","47.874121","-4.110036"
50033,"Cinos","442 RUE DE L'IMPÉRATRICE","Berck","50.408345","1.593105"
50151,"Cyrano","2 PLACE DES CARMES","Bergerac","44.853174","0.486443"
50833,"Rex","33 RUE LOBROT","Bernay","49.090933","0.602729"
50901,"Salle Jeanne D Arc","15 RUE DE LA MER","La Bernerie-en-Retz","47.079739","-2.03865"
51261,"Cine 89","COURS MIRABEAU","Berre-l'Étang","43.476136","5.167368"
52141,"Plazza Victor Hugo","6 RUE GAMBETTA","Besançon","47.240015","6.025346"
52162,"Espace Planoise","PLACE DE L'EUROPE","Besançon","47.21818","5.973484"
52174,"Megarama Beaux  Arts","3 RUE GUSTAVE COURBET","Besançon","47.240272","6.023995"
52532,"Foyer Rural","FOYER RURAL","Besse-et-Saint-Anastaise","45.512152","2.93212"
52619,"Le Marilyn","PLACE NOEL BLACHE","Besse-sur-Issole","43.349529","6.177013"
53461,"Triskel","2 RUE DU TREGOR","Betton","48.183726","-1.649328"
54292,"La Barbacane","PLACE DU 8 MAI 1945","Beynes","48.855732","1.875104"
54604,"Moncine","3 CARREFOUR DE L'HOURS","Béziers","43.342559","3.212618"
54692,"Théâtre Paul Eluard","162 RUE MAURICE BERTEAUX","Bezons","48.931156","2.207081"
54891,"Royal","8 AV DU MARECHAL FOCH","Biarritz","43.481231","-1.559098"
54931,"Robert Doisneau","94 AVENUE DE LA REPUBLIQUE","Biars-sur-Cère","44.92068","1.841345"
55532,"Centre Culturel","RUE PIERRE DE COUBERTIN","Biganos","44.637692","-0.974856"
56475,"Le Renoir","RUE DU 14 JUILLET","Biscarrosse","44.39654","-1.166475"
56558,"Centre Culturel Claude Vigee","31 RUE DE VIRE","Bischwiller","48.766357","7.85143"
57141,"Mega Cgr","ALLEE EMILE ZOLA","Blagnac","43.643857","1.370839"
57172,"Rex","PLACE DES ARTS","Blagnac","43.636005","1.384463"
57221,"Cinéma St Laurent","9 RUE DU 11 NOVEMBRE","Blain","47.476369","-1.763766"
57303,"Maison Des Fetes","CENTRE CULTUREL ANIMATION","Blainville-sur-L'Eau","48.564457","6.411473"
57451,"Bon Accueil","RUE DES CAPUCINS","Blâmont","48.589226","6.84543"
57473,"Studio Republique","42 RUE DE LA REPUBLIQUE","Le Blanc","46.631877","1.067624"
57582,"Cinéma Louis Daquin","76 RUE VICTOR HUGO","Le Blanc-Mesnil","48.941761","2.457313"
57821,"Colonnes","RUE DU DOCTEUR CASTERA","Blanquefort","44.910625","-0.633757"
57851,"Select","GRANDE RUE","Côteaux du Blanzacais","45.46093","0.034513"
58121,"Salle De Cinéma","CENTRE SOCIO-CULTUREL","Rosières","47.9228694","6.6550746000000345"
